title,funder,funder_type,total_assets,total_giving,avg_grant_amount,median_grant_amount,ein,address,phone,website,contacts,notes,status,next_task,deadline,amount,mission_keywords,program_area_keywords,geographic_focus_keywords,funding_type_keywords,exclusion_keywords,keyword_enriched_by,keyword_enriched_at
MIDDLETOWN YOUTH SPORTS FOUNDATION INC,MIDDLETOWN YOUTH SPORTS FOUNDATION INC,Possible Foundation / Grantmaker,,,,,873280900,"1213 DOLSONTOWN RD, MIDDLETOWN, NY 10940-4749",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
THE NEW YORK CONSERVATORY FOR DRAMATIC ARTS FOUNDATION CORP,THE NEW YORK CONSERVATORY FOR DRAMATIC ARTS FOUNDATION CORP,Possible Foundation / Grantmaker,,,,,372084279,"39 WEST 19TH STREET 2ND FL, NEW YORK, NY 10011-4239",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
US FUZHOU TINGJIANG QIAOZHONG YOUTH FOUNDATION INC,US FUZHOU TINGJIANG QIAOZHONG YOUTH FOUNDATION INC,Possible Foundation / Grantmaker,,,,,873800338,"14115 33RD AVE, FLUSHING, NY 11354-3137",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
EAST AFRICA INITIATE AND SUSTAIN FOUNDATION,EAST AFRICA INITIATE AND SUSTAIN FOUNDATION,Possible Foundation / Grantmaker,,,,,831059650,"PO BOX 1048, JAMESTOWN, NY 14702-1048",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
IMCA YOUTH MUSIC FOUNDATION INC,IMCA YOUTH MUSIC FOUNDATION INC,Possible Foundation / Grantmaker,,,,,394912379,"25 COUNTRY RIDGE CIR, RYE BROOK, NY 10573-1040",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
ELMA CONSERVATION FOUNDATION INC,ELMA CONSERVATION FOUNDATION INC,Possible Foundation / Grantmaker,,,,,413024677,"600 CREEK RD, ELMA, NY 14059-9322",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
PRODIGY ATHLETICS YOUTH SPORTS FOUNDATION,PRODIGY ATHLETICS YOUTH SPORTS FOUNDATION,Possible Foundation / Grantmaker,,,,,413436359,"141 PARKVIEW RD N, POUND RIDGE, NY 10576-1213",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
INTERNATIONAL SUSTAINABLE LIVELIHOOD FOUNDATION INCORPORATED,INTERNATIONAL SUSTAINABLE LIVELIHOOD FOUNDATION INCORPORATED,Possible Foundation / Grantmaker,,,,,453456204,"109 KING ANTHONY WAY, GETZVILLE, NY 14068-1415",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
SOUTHERN TIER YOUTH FOUNDATION INC,SOUTHERN TIER YOUTH FOUNDATION INC,Possible Foundation / Grantmaker,,,,,460637545,"27 JOHNSON HILL RD, LISLE, NY 13797-1402",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
SHERMAN NEW YORK YOUTH FOUNDATION INC,SHERMAN NEW YORK YOUTH FOUNDATION INC,Possible Foundation / Grantmaker,,,,,823007896,"108 WILLARD ST, SHERMAN, NY 14781-8004",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
EAST END YOUTH SAILING FOUNDATION INC,EAST END YOUTH SAILING FOUNDATION INC,Possible Foundation / Grantmaker,,,,,460861046,"PO BOX 86, NEW SUFFOLK, NY 11956-0086",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
WORLD TIBETAN THANGKA RESEARCH AND CONSERVATION FOUNDATION INC,WORLD TIBETAN THANGKA RESEARCH AND CONSERVATION FOUNDATION INC,Possible Foundation / Grantmaker,,,,,920390820,"874 S LONG BEACH AVE, FREEPORT, NY 11520-6305",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
ENVIRONMENTAL HEALTH FOUNDATION OF NEW YORK INC,ENVIRONMENTAL HEALTH FOUNDATION OF NEW YORK INC,Possible Foundation / Grantmaker,,,,,133957880,"65 WEHRLE DRIVE, BUFFALO, NY 14225-1085",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
YOUTH AND SENIOR EMPOWERMENT FOUNDATION INC,YOUTH AND SENIOR EMPOWERMENT FOUNDATION INC,Possible Foundation / Grantmaker,,,,,920609795,"485 BRONX RIVER RD APT B65, YONKERS, NY 10704-2588",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
YOUTH PHOTOGRAPHY FOUNDATION INC,YOUTH PHOTOGRAPHY FOUNDATION INC,Possible Foundation / Grantmaker,,,,,921597582,"140 W 79TH ST APT 9A, NEW YORK, NY 10024-6467",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
KENT CONSERVATION FOUNDATION INC,KENT CONSERVATION FOUNDATION INC,Possible Foundation / Grantmaker,,,,,472465496,"PO BOX 474, PATTERSON, NY 12563-0474",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
NATIONAL YOUTH SPORTS EDUCATION FOUNDATION INC,NATIONAL YOUTH SPORTS EDUCATION FOUNDATION INC,Possible Foundation / Grantmaker,,,,,814854161,"18 SWARTHMORE LN, DIX HILLS, NY 11746-4829",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
RADIO FOR YOUTH FOUNDATION INC,RADIO FOR YOUTH FOUNDATION INC,Possible Foundation / Grantmaker,,,,,133619480,"55 HUDSON ST APT 8A, NEW YORK, NY 10013-3353",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
SUSTAINABLE SCIENCES AND TECHNOLOGY FOUNDATION INC,SUSTAINABLE SCIENCES AND TECHNOLOGY FOUNDATION INC,Possible Foundation / Grantmaker,,,,,475618722,"318 SEDGWICK DR, SYRACUSE, NY 13203-1315",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
JUDAICA CONSERVANCY FOUNDATION INC,JUDAICA CONSERVANCY FOUNDATION INC,Possible Foundation / Grantmaker,,,,,133410780,"500W185THST, NEW YORK, NY 10033-0000",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
ENVIRONMENTAL HEALTH RESEARCH FOUNDATION INC,ENVIRONMENTAL HEALTH RESEARCH FOUNDATION INC,Possible Foundation / Grantmaker,,,,,020729146,"65 WEHRLE DR, BUFFALO, NY 14225-1085",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
BOOKS AND BALLS YOUTH SCHOLAR ATHLETES FOUNDATION CORP,BOOKS AND BALLS YOUTH SCHOLAR ATHLETES FOUNDATION CORP,Possible Foundation / Grantmaker,,,,,812631033,"22027 HEMPSTEAD AVE, QUEENS VLG, NY 11429-2118",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 30,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
ISRAEL YOUTH TRAINING FUND INC,ISRAEL YOUTH TRAINING FUND INC,Possible Foundation / Grantmaker,,,,,133381223,"2 MANHATTANVILLE RD STE 403, PURCHASE, NY 10577-2118",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 15,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
NEAL DOBBINS BORN 2 WIN YOUTH SCHOLARSHIP FUND INC,NEAL DOBBINS BORN 2 WIN YOUTH SCHOLARSHIP FUND INC,Possible Foundation / Grantmaker,,,,,871540930,"410 MINNESOTA AVE, BUFFALO, NY 14215-1032",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 15,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
CHRISTOPHER B LAWRENCE YOUTH MEMORIAL FUND,CHRISTOPHER B LAWRENCE YOUTH MEMORIAL FUND,Possible Foundation / Grantmaker,,,,,113434523,"9009 204TH ST, HOLLIS, NY 11423-2724",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 15,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
AL LARVICK AUDIO VISUAL CONSERVATION FUND,AL LARVICK AUDIO VISUAL CONSERVATION FUND,Possible Foundation / Grantmaker,,,,,464835300,"PO BOX 302, NEW YORK, NY 10024-0302",,,0,Identified from IRS Business Master File as a possible funder. Manual review needed through ProPublica Nonprofit Explorer and official website. Fit score: 15,Researching,"Review ProPublica filing, confirm grantmaking evidence and find official application guidelines",,,"environment, conservation, sustainability, education, community service, nonprofit support","environmental programs, volunteer service, community improvement, youth education",NY,"project grants, program support, capacity building",unknown,filipevieira,2026-06-20 17:44:06
